title,type,year,rated,released,genre,director,writer,language,country,imdb_id,imdb_rating,imdb_votes,production,website,poster
My Holo Love,series,2020,N/A,07 Feb 2020,"Drama, Romance, Sci-Fi",N/A,N/A,N/A,Korea,tt11058644,7.7,"1,387",N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGUzOTEzYjYtMzA3OS00MjlmLThjZGEtM2RjMzEyM2Y2YjI0XkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX300.jpg
Extracurricular,series,2020,TV-MA,29 Apr 2020,"Crime, Drama",N/A,N/A,Korean,South Korea,tt10262630,7.7,"2,841",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzg0NjMyOTYtNjAyNi00MmFkLWExMjQtOGRhMDA0MmNlNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Kongsuni and Friends,series,2017–,N/A,22 Aug 2017,Animation,N/A,N/A,English,South Korea,tt9529810,3.9,13,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzlmNDdlOWMtZDA3ZC00MjcwLTgxODctOGQ3ZTJlZDRiMzY1XkEyXkFqcGdeQXVyOTcyNTkzOTA@._V1_SX300.jpg
Bread Barbershop,series,2020–,TV-Y,15 Aug 2020,Animation,N/A,N/A,English,South Korea,tt12912830,8.5,61,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMWI1Njc3NjktMmY4MC00NDZmLWE4MDItOGUxZDVkY2Y3ODc0XkEyXkFqcGdeQXVyNTg1MTY4MjI@._V1_SX300.jpg
Graceful Friends,series,2020–,N/A,10 Jul 2020,"Crime, Drama, Mystery",N/A,N/A,Korean,South Korea,tt12531492,6.4,75,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGY1NDM3ZDEtODdmOS00OWIyLWJmZTktODE1NTdiZDkyY2Y4XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
Do Do Sol Sol La La Sol,series,2020,N/A,07 Oct 2020,"Comedy, Music, Romance",N/A,N/A,Korean,South Korea,tt12850262,7.4,767,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTAwNTA1MTMtYzAzYy00NWQ5LWJjYTItNTYyZjEzNWZhMmVkXkEyXkFqcGdeQXVyNDU4MDQ0MjM@._V1_SX300.jpg
The Uncanny Counter,series,2020–,N/A,28 Nov 2020,"Action, Fantasy, Horror, Mystery",N/A,N/A,Korean,South Korea,tt13273826,8.1,"1,872",N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTk5NmIxNTgtNWRjYS00OWQ4LTlhOTctOGU0NzlkODQ3Zjg2XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg
The Greatest Divorce,series,2018–,N/A,08 Oct 2018,"Comedy, Romance",N/A,N/A,Korean,South Korea,tt8969998,7.2,42,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2I1MGQ2ZDQtMjlhNS00YWZjLWEzN2ItZmZmMzAxODhiN2JkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg
Lovestruck in the City,series,2020–,TV-14,22 Dec 2020,"Drama, Romance",N/A,N/A,Korean,South Korea,tt13394544,7.4,466,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZmY2NjFjODYtZWZkZi00MjI2LWE1ZjQtMGM3NDg4MDE5MzdlXkEyXkFqcGdeQXVyNDU4MDQ0MjM@._V1_SX300.jpg
Little Love Song,movie,1986,N/A,20 Jun 1986,Drama,N/A,N/A,Korean,South Korea,tt0330470,N/A,N/A,N/A,N/A,N/A
What Happened to Mr Cha?,movie,2021,N/A,01 Jan 2021,"Comedy, Drama",Dong-kyu Kim,Dong-kyu Kim,Korean,South Korea,tt13667212,4.2,199,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTcwMTVjYzktYzRlOS00Yzk1LTkyZjgtN2Q2MWNkNzY3NDM3XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Space Sweepers,movie,2021,TV-MA,05 Feb 2021,"Action, Adventure, Drama, Fantasy, Sci-Fi",Sung-hee Jo,Sung-hee Jo,"Russian, French, Spanish, Korean, English, Japanese, Danish, Chinese, Arabic, German, Filipino, Mandarin",South Korea,tt12838766,6.6,"14,931",N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTUxN2M3ZWYtMzc1MC00NTc4LWFhZDItMzViZDg2NmFjMzBhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
